"","ohi_rgn","species","prop","rgn_typ","rgn_nam","stockid","tsn","commonname","areaid","stocklong.x","region","inmyersdb","myersstockid","OHI_name","FAO","check","assessid","stocklong.y","tsid","tsyear","tsvalue"
"6034",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1991,6.39
"6035",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1992,7.3
"6036",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1993,7.79
"6037",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1994,6.87
"6038",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1995,9.82
"6039",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1996,10.5
"6040",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1997,9.27
"6041",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1998,8.01
"6042",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1999,6.9
"6043",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2000,6.15
"6044",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2001,5.49
"6045",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2002,4.87
"6046",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2003,4
"6047",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2004,3
"6048",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2005,4.15
"6049",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2006,6.71
"6050",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2007,8.95
"6051",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2008,10.7
"6052",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2009,8.22
"6053",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2010,5.79
"6054",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1990,6.48
"6055",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1991,6.39
"6056",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1992,7.3
"6057",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1993,7.79
"6058",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1994,6.87
"6059",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1995,9.82
"6060",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1996,10.5
"6061",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1997,9.27
"6062",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1998,8.01
"6063",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1999,6.9
"6064",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2000,6.15
"6065",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2001,5.49
"6066",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2002,4.87
"6067",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2003,4
"6068",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2004,3
"6069",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2005,4.15
"6070",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2006,6.71
"6071",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2007,8.95
"6072",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2008,10.7
"6073",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2009,8.22
"6074",194,"Sardinella aurita",0.0069101678183613,"eez","Guinea","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Guinea",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2010,5.79
"6075",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1990,6.48
"6076",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1991,6.39
"6077",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1992,7.3
"6078",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1993,7.79
"6079",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1994,6.87
"6080",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1995,9.82
"6081",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1996,10.5
"6082",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1997,9.27
"6083",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1998,8.01
"6084",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1999,6.9
"6085",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2000,6.15
"6086",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2001,5.49
"6087",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2002,4.87
"6088",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2003,4
"6089",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2004,3
"6090",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2005,4.15
"6091",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2006,6.71
"6092",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2007,8.95
"6093",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2008,10.7
"6094",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2009,8.22
"6095",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2010,5.79
"6096",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1990,6.48
"6097",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1991,6.39
"6098",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1992,7.3
"6099",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1993,7.79
"6100",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1994,6.87
"6101",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1995,9.82
"6102",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1996,10.5
"6103",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1997,9.27
"6104",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1998,8.01
"6105",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1999,6.9
"6106",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2000,6.15
"6107",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2001,5.49
"6108",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2002,4.87
"6109",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2003,4
"6110",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2004,3
"6111",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2005,4.15
"6112",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2006,6.71
"6113",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2007,8.95
"6114",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2008,10.7
"6115",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2009,8.22
"6116",195,"Sardinella aurita",0.00263244488318526,"eez","Ivory Coast","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Ivory Coast",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",2010,5.79
"6117",196,"Sardinella aurita",0.00987166831194472,"eez","Nigeria","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Nigeria",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1990,6.48
"6118",196,"Sardinella aurita",0.00987166831194472,"eez","Nigeria","RSARDINWA",161763,"Round sardinella","multinational-FAO-WA","Round Sardinella West Africa","West Africa",0,NA,"Nigeria",34,"","FAO-SPNWA-RSARDINWA-1990-2010-CHING","Round Sardinella West Africa","BdivBmsytouse-dimensionless",1991,6.39
